caseKey,caseName,caseDescription,scenarioKey,scenario,totalBills,potentialBillsPerRun,enactedBills,enactedPerRun,floorPerRun,productivity,floor,avgSupport,welfare,cooperation,compromise,gridlock,accessDenied,committeeRejected,challengeRate,lowSupport,popularFail,policyShift,proposerGain,lobbyCapture,publicAlignment,antiLobbyingSuccess,privateGainRatio,lobbySpendPerBill,defensiveLobbyingShare,captureReturnOnSpend,publicPreferenceDistortion,amendmentRate,amendmentMovement,vetoes,overriddenVetoes
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",simple-majority-lobby-firewall,Unicameral majority + lobby firewall,27000,180.000,5204,34.693,180.000,0.193,1.000,0.572,0.667,0.110,0.252,0.807,0.000,0.000,0.000,0.000,0.558,0.068,0.277,0.241,0.815,0.523,0.456,0.000,0.000,0.000,0.185,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",supermajority-60,Unicameral 60 percent passage,27000,180.000,996,6.640,180.000,0.037,1.000,0.658,0.654,0.024,0.349,0.963,0.000,0.000,0.000,0.000,0.904,0.007,0.141,0.531,0.824,0.011,0.942,0.000,0.000,0.000,0.176,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass,Default pass unless 2/3 block,27000,180.000,22830,152.200,180.000,0.846,1.000,0.517,0.485,0.437,0.099,0.154,0.000,0.000,0.000,0.487,0.042,0.704,0.700,0.334,0.787,0.976,0.873,0.000,0.000,0.000,0.213,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-mediation,Default pass + mediated amendments,27000,180.000,24025,160.167,180.000,0.890,1.000,0.502,0.487,0.446,0.138,0.110,0.000,0.000,0.000,0.508,0.034,0.488,0.509,0.340,0.797,0.968,0.906,0.000,0.000,0.000,0.203,0.906,0.191,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-budgeted-lobbying,Default pass + budgeted lobbying,27000,180.000,22778,151.853,180.000,0.844,1.000,0.517,0.484,0.436,0.099,0.156,0.000,0.000,0.000,0.489,0.045,0.703,0.701,0.336,0.788,0.968,0.879,0.106,0.768,2.689,0.212,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,27000,180.000,23940,159.600,180.000,0.887,1.000,0.501,0.486,0.445,0.137,0.113,0.000,0.000,0.000,0.509,0.036,0.486,0.509,0.343,0.799,0.960,0.915,0.106,0.768,2.884,0.201,0.908,0.191,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,27000,180.000,22728,151.520,180.000,0.842,1.000,0.517,0.489,0.435,0.103,0.158,0.000,0.000,0.000,0.487,0.036,0.698,0.699,0.233,0.775,0.996,0.813,0.106,0.768,1.860,0.225,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,27000,180.000,18533,123.553,162.140,0.686,0.901,0.521,0.522,0.358,0.110,0.314,0.099,0.000,0.000,0.473,0.072,0.560,0.684,0.179,0.797,0.931,0.452,0.106,0.768,1.165,0.203,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-anti-capture-bundle,Default pass + anti-capture bundle,27000,180.000,18516,123.440,162.233,0.686,0.901,0.521,0.522,0.358,0.111,0.314,0.099,0.000,0.000,0.473,0.078,0.558,0.683,0.179,0.796,0.930,0.450,0.000,0.000,0.000,0.204,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-informed-guarded,Default pass + informed guarded committee,27000,180.000,4374,29.160,29.420,0.162,0.163,0.557,0.633,0.090,0.219,0.838,0.560,0.276,0.000,0.306,0.628,0.057,0.260,0.338,0.834,0.304,0.681,0.000,0.000,0.000,0.166,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-challenge,Default pass + challenge vouchers,27000,180.000,23047,153.647,180.000,0.854,1.000,0.494,0.469,0.421,0.095,0.146,0.000,0.000,0.166,0.504,0.111,0.658,0.635,0.327,0.791,0.908,0.866,0.000,0.000,0.000,0.209,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-cross-bloc,Default pass + cross-bloc cosponsors,27000,180.000,3879,25.860,26.313,0.144,0.146,0.519,0.745,0.075,0.278,0.856,0.854,0.000,0.000,0.453,0.645,0.035,0.188,0.126,0.770,0.610,0.197,0.000,0.000,0.000,0.230,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-adaptive-track,Default pass + adaptive tracks,27000,180.000,10486,69.907,158.253,0.388,0.879,0.528,0.615,0.205,0.170,0.612,0.118,0.003,0.000,0.358,0.233,0.188,0.391,0.242,0.789,0.820,0.486,0.000,0.000,0.000,0.211,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-sunset-trial,Default pass + sunset trial,27000,180.000,10987,73.247,180.000,0.407,1.000,0.517,0.639,0.210,0.148,0.593,0.000,0.000,0.000,0.468,0.164,0.242,0.491,0.177,0.802,0.929,0.291,0.000,0.000,0.000,0.198,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",default-pass-earned-credits,Default pass + earned proposal credits,27000,180.000,14751,98.340,116.733,0.546,0.649,0.516,0.518,0.282,0.109,0.454,0.351,0.000,0.000,0.484,0.294,0.425,0.650,0.289,0.794,0.749,0.696,0.000,0.000,0.000,0.206,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",bicameral-majority,Bicameral simple majority,27000,180.000,2663,17.753,180.000,0.099,1.000,0.602,0.633,0.059,0.271,0.901,0.000,0.000,0.000,0.000,0.774,0.030,0.222,0.414,0.807,0.128,0.825,0.000,0.000,0.000,0.193,0.000,0.000,0,0
capture-crisis,Capture Crisis,"High lobbying, weak constituency pressure, low compromise, and high proposal pressure.",presidential-veto,Bicameral majority + presidential veto,27000,180.000,1609,10.727,180.000,0.060,1.000,0.613,0.646,0.037,0.290,0.940,0.000,0.000,0.000,0.000,0.853,0.017,0.210,0.433,0.806,0.073,0.834,0.000,0.000,0.000,0.194,0.000,0.000,856,3
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority,Unicameral simple majority,18000,120.000,6169,41.127,120.000,0.343,1.000,0.619,0.638,0.212,0.234,0.657,0.000,0.000,0.000,0.000,0.309,0.140,0.327,0.302,0.838,0.695,0.607,0.000,0.000,0.000,0.162,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority-mediation,Unicameral majority + mediation,18000,120.000,8180,54.533,120.000,0.454,1.000,0.608,0.603,0.276,0.215,0.546,0.000,0.000,0.000,0.000,0.212,0.194,0.382,0.331,0.836,0.750,0.721,0.000,0.000,0.000,0.164,0.890,0.160,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,simple-majority-lobby-firewall,Unicameral majority + lobby firewall,18000,120.000,6462,43.080,120.000,0.359,1.000,0.634,0.653,0.228,0.240,0.641,0.000,0.000,0.000,0.000,0.251,0.149,0.334,0.250,0.859,0.826,0.473,0.000,0.000,0.000,0.141,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,supermajority-60,Unicameral 60 percent passage,18000,120.000,2762,18.413,120.000,0.153,1.000,0.686,0.690,0.105,0.331,0.847,0.000,0.000,0.000,0.000,0.613,0.039,0.191,0.316,0.845,0.330,0.580,0.000,0.000,0.000,0.155,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass,Default pass unless 2/3 block,18000,120.000,14856,99.040,120.000,0.825,1.000,0.545,0.520,0.450,0.128,0.175,0.000,0.000,0.000,0.418,0.017,0.598,0.589,0.318,0.817,0.987,0.767,0.000,0.000,0.000,0.183,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-mediation,Default pass + mediated amendments,18000,120.000,15982,106.547,120.000,0.888,1.000,0.539,0.518,0.479,0.160,0.112,0.000,0.000,0.000,0.401,0.007,0.446,0.456,0.322,0.828,0.990,0.795,0.000,0.000,0.000,0.172,0.897,0.163,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying,Default pass + budgeted lobbying,18000,120.000,14797,98.647,120.000,0.822,1.000,0.543,0.521,0.446,0.127,0.178,0.000,0.000,0.000,0.425,0.017,0.595,0.591,0.321,0.819,0.978,0.774,0.145,0.737,1.816,0.181,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying-mediation,Default pass + budgeted lobbying + mediation,18000,120.000,15966,106.440,120.000,0.887,1.000,0.537,0.518,0.476,0.159,0.113,0.000,0.000,0.000,0.406,0.008,0.445,0.456,0.325,0.829,0.981,0.800,0.145,0.737,1.983,0.171,0.899,0.164,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying-transparency,Default pass + budgeted lobbying + transparency,18000,120.000,14672,97.813,120.000,0.815,1.000,0.541,0.526,0.441,0.130,0.185,0.000,0.000,0.000,0.432,0.016,0.588,0.588,0.220,0.811,0.997,0.694,0.145,0.737,1.233,0.189,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-budgeted-lobbying-bundle,Default pass + budgeted lobbying + anti-capture bundle,18000,120.000,12256,81.707,111.087,0.681,0.926,0.555,0.556,0.378,0.140,0.319,0.074,0.000,0.000,0.400,0.049,0.483,0.577,0.174,0.835,0.976,0.426,0.145,0.737,0.816,0.165,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-anti-capture-bundle,Default pass + anti-capture bundle,18000,120.000,12279,81.860,111.187,0.682,0.927,0.555,0.555,0.379,0.141,0.318,0.073,0.000,0.000,0.402,0.047,0.483,0.576,0.173,0.832,0.977,0.423,0.000,0.000,0.000,0.168,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-informed-guarded,Default pass + informed guarded committee,18000,120.000,4967,33.113,33.213,0.276,0.277,0.618,0.654,0.170,0.252,0.724,0.506,0.217,0.000,0.157,0.409,0.092,0.248,0.298,0.876,0.588,0.579,0.000,0.000,0.000,0.124,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-challenge,Default pass + challenge vouchers,18000,120.000,14590,97.267,120.000,0.811,1.000,0.525,0.507,0.425,0.126,0.189,0.000,0.000,0.250,0.414,0.088,0.552,0.541,0.311,0.820,0.935,0.758,0.000,0.000,0.000,0.180,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-cross-bloc,Default pass + cross-bloc cosponsors,18000,120.000,6512,43.413,44.560,0.362,0.371,0.589,0.666,0.213,0.243,0.638,0.629,0.000,0.000,0.236,0.306,0.127,0.278,0.213,0.840,0.916,0.373,0.000,0.000,0.000,0.160,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-adaptive-track,Default pass + adaptive tracks,18000,120.000,8495,56.633,108.567,0.472,0.905,0.586,0.621,0.277,0.196,0.528,0.093,0.002,0.000,0.198,0.131,0.218,0.367,0.256,0.832,0.900,0.500,0.000,0.000,0.000,0.168,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-sunset-trial,Default pass + sunset trial,18000,120.000,8303,55.353,120.000,0.461,1.000,0.571,0.646,0.264,0.177,0.539,0.000,0.000,0.000,0.318,0.120,0.245,0.424,0.184,0.837,0.969,0.303,0.000,0.000,0.000,0.163,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,default-pass-earned-credits,Default pass + earned proposal credits,18000,120.000,11136,74.240,89.693,0.619,0.747,0.549,0.543,0.340,0.138,0.381,0.253,0.000,0.000,0.410,0.199,0.421,0.549,0.290,0.825,0.818,0.653,0.000,0.000,0.000,0.175,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,bicameral-majority,Bicameral simple majority,18000,120.000,4450,29.667,120.000,0.247,1.000,0.645,0.662,0.159,0.272,0.753,0.000,0.000,0.000,0.000,0.446,0.084,0.263,0.301,0.841,0.526,0.587,0.000,0.000,0.000,0.159,0.000,0.000,0,0
popular-anti-lobbying-push,Popular Anti-Lobbying Push,High lobbying pressure with stronger public responsiveness and more appetite for reform.,presidential-veto,Bicameral majority + presidential veto,18000,120.000,3016,20.107,120.000,0.168,1.000,0.666,0.678,0.112,0.302,0.832,0.000,0.000,0.000,0.000,0.602,0.051,0.231,0.319,0.843,0.361,0.598,0.000,0.000,0.000,0.157,0.000,0.000,1263,15
